Número de Autorización;Fecha de Transacción;Descripción;Valor Original;Tasa Pactada;Tasa EA Facturada;Cargos y Abonos;Saldo a Diferir;Cuotas
78678;2024-05-31;Cine;494251.31;0.01908861942179008;0.01751240757364219;494251.31;0;1/1
35794;2024-05-23;Parque de Diversiones;321028.19;0.010040519538995794;0.03640072512318895;321028.19;0;1/1
18949;2021-02-09;Marketplace Local;132299.21;0.004458913192170517;0.007390041688677052;132299.21;0;1/1
21970;2020-12-10;Floristería;171668.18;0.023523218791884452;0.029566990245843642;171668.18;0;1/1
10030;2022-08-29;Celulares;95531.91;0.004891302558014473;0.020868414369577672;95531.91;0;1/1
60978;2024-11-30;Alquiler de Vivienda;21898.64;0.021713201195904648;0.015294526462430218;21898.64;0;1/1
31298;2021-06-13;Cursos Online;32506.58;0.002793038275969709;0.03548423746643293;32506.58;0;1/1
43968;2020-04-02;Imprenta;130287.32;0.02702384787952455;0.0061499601306902775;130287.32;0;1/1
16043;2024-07-30;Pago de Servicios (Luz);402534.48;0.016692614568118408;0.012363035654591212;402534.48;0;1/1
64198;2023-06-12;Psicólogo;470729.73;0.02256438905306821;0.03419088897869603;470729.73;0;1/1
77082;2024-01-03;Suscripción Apps;42980.12;0.015590668039117742;0.01689089328549742;42980.12;0;1/1
36220;2021-02-09;Pago de Servicios (Teléfono);48738.77;0.013160660502360928;0.012290983466832134;48738.77;0;1/1
50409;2022-05-09;Restaurante;186111.1;0.004486687816325691;0.020085369438680875;186111.1;0;1/1
88479;2023-01-31;Gasolina;456057.94;0.026124809910639406;0.0064954862430941195;456057.94;0;1/1
18812;2025-05-25;Spa;483663.22;0.017121084667463392;0.02613018268269568;483663.22;0;1/1
16799;2023-12-30;Librería;492293.46;0.018262884851322023;0.02306590835888351;492293.46;0;1/1
52489;2023-02-12;Centro de Estética;283669.64;0.009693047213035093;0.013082067517782603;283669.64;0;1/1
28814;2022-11-12;Licorería;428641.95;0.004550079044970321;0.01351671724613678;428641.95;0;1/1
17848;2021-05-21;Tienda de Juguetes;160663.43;0.028814037417360532;0.018657853511595227;160663.43;0;1/1
55589;2020-06-13;Imprenta;91367.94;0.01185945147529163;0.01134838328783872;91367.94;0;1/1
54737;2020-01-27;Libros Digitales;415691.72;0.01921308289566112;0.021648998014719815;415691.72;0;1/1
27053;2022-01-10;Barbería;348282.53;0.01377954561068197;0.0009168073240800157;348282.53;0;1/1
14361;2024-06-08;Tienda de Moda;392723.7;0.007865666469632302;0.036707971273054696;392723.7;0;1/1
87242;2024-02-17;Hotel;359372.03;0.012667291117280936;0.019815170804908064;359372.03;0;1/1
52611;2022-05-19;Periódicos;174081.28;0.009368351722563641;0.002297774601635392;174081.28;0;1/1
20368;2021-08-20;Joyería;237587.17;0.00013486278281669593;0.00884165061970946;237587.17;0;1/1
56399;2025-08-31;Pago de Servicios (Luz);319154.94;0.010592471036227291;0.002108654363467957;319154.94;0;1/1
73548;2024-10-11;Clínicas;310167.79;0.002568108920479429;0.012434779054954288;310167.79;0;1/1
55813;2021-12-17;Zapatería;180396.05;0.012156679636350535;0.002206060583287344;180396.05;0;1/1
28580;2025-09-06;Decoración;487454.47;0.01977514519521093;0.03150822360493132;487454.47;0;1/1
47000;2020-01-23;Panadería;206715.42;0.019725512163943398;0.03582888101249303;206715.42;0;1/1
15346;2023-02-06;Seguros de Salud;473956.76;0.005482556215645787;0.0006892434812433957;473956.76;0;1/1
51282;2023-11-05;Clases de Música;212677.5;0.007682709242524293;0.019173194411059004;212677.5;0;1/1
70759;2021-07-03;Agencia de Viajes;435306.85;0.005448821586903383;0.030937160723593097;435306.85;0;1/1
54066;2024-04-05;Apps de Productividad;165778.73;0.011708198405737112;0.0262454053644221;165778.73;0;1/1
87622;2021-02-12;Pago de Servicios (Internet);194093.19;0.026279953569190783;0.03669891534126742;194093.19;0;1/1
99512;2022-02-09;Tienda de Instrumentos Musicales;361387.78;0.02645372161195796;0.013617508996247581;361387.78;0;1/1
56474;2024-12-10;Barbería;282150.64;0.024818408201559856;0.0022742578998570105;282150.64;0;1/1
54808;2021-03-20;Seguros de Salud;175238.33;0.011424206994519126;0.0017774152697714607;175238.33;0;1/1
33734;2025-07-05;Seguros de Salud;246365.51;0.02687823856772075;0.015132736830165654;246365.51;0;1/1
14367;2024-01-04;Papelería;49450.94;0.017188879737081515;0.027135972664962295;49450.94;0;1/1
67365;2021-06-28;Periódicos;329795.33;0.029592587588038045;0.01749332223933107;329795.33;0;1/1
92919;2022-03-01;Tienda de Electrodomésticos;208907.22;0.022255457671718715;0.03993402364568184;208907.22;0;1/1
53843;2021-08-05;Escuelas de Idiomas;52410.29;0.027135469101424194;0.030710376053879572;52410.29;0;1/1
39266;2020-11-11;Fotografía;324259.05;0.015471490996312042;0.007920128084320353;324259.05;0;1/1
61099;2022-04-05;Celulares;114327.14;0.013604412386427763;0.023780540580280275;114327.14;0;1/1
75227;2021-03-04;Clases de Música;48884.89;0.009872679021451605;0.0032475854403269545;48884.89;0;1/1
52981;2023-09-24;Clínicas;390531.45;0.016924246039247397;0.03485382199992471;390531.45;0;1/1
56040;2020-10-02;Hotel;149222.96;0.010722729724968799;0.013905805808174715;149222.96;0;1/1
80101;2021-05-12;Gimnasio;381582.6;0.012175950831305848;0.013945901265636306;381582.6;0;1/1
12683;2020-10-06;Alquiler de Vivienda;289859.52;0.010745954701380843;0.023990118529393655;289859.52;0;1/1
93334;2024-12-15;Escuelas de Idiomas;214101.22;0.009435979991324077;0.02129014490093922;214101.22;0;1/1
80316;2023-01-21;Avance en Efectivo;170242.26;0.014491406937488524;0.007054086582670438;170242.26;0;1/1
32793;2024-01-24;Psicólogo;27838.33;0.010471082429898203;0.015029645215142051;27838.33;0;1/1
26868;2024-06-28;Relojería;243530.07;0.02234014823430092;0.0055061168957771;243530.07;0;1/1
96660;2024-03-15;Spa;419329.1;0.026004855671979882;0.03024112237699962;419329.1;0;1/1
82817;2022-07-07;Licorería;275611.13;0.02726362369912366;0.028771173948648955;275611.13;0;1/1
56166;2021-01-18;Dentista;311081.59;0.021430458860288645;0.007248043589258968;311081.59;0;1/1
27134;2020-12-12;Pago de Servicios (Internet);118392.68;0.0011689748815217537;0.032569515350276974;118392.68;0;1/1
70925;2021-05-27;Créditos Hipotecarios;44648.37;0.003541973956953114;0.023849975528018694;44648.37;0;1/1
41259;2022-06-23;Hotel;80396.81;0.026485469571223007;0.01679187633270014;80396.81;0;1/1
28596;2025-03-02;Avance en Efectivo;376859.43;0.008781892613680429;0.03652256804523815;376859.43;0;1/1
32103;2024-07-19;Laboratorios Médicos;467889.71;0.015396334060802137;0.026388691343329766;467889.71;0;1/1
82820;2021-01-27;Tienda de Deportes;175104.69;0.010313482319620836;0.02264014101509474;175104.69;0;1/1
84786;2020-05-16;Bar;99989.78;0.008265096458241888;0.004206300222013697;99989.78;0;1/1
81138;2021-09-14;Farmacia;34631.7;0.010924397737187157;0.025468387222827016;34631.7;0;1/1
25176;2023-12-03;Guardería;185595.75;0.00864696925230321;0.01592904222763331;185595.75;0;1/1
31961;2023-01-25;Entrenador Personal;97136.76;0.020068777831989;0.02782351232674253;97136.76;0;1/1
33121;2020-09-24;Créditos Hipotecarios;163336.07;0.026571119263773695;0.02720234440954878;163336.07;0;1/1
62864;2023-08-13;Tienda de Moda;73596.28;0.022189591644628713;3.5357492560912366e-05;73596.28;0;1/1
72731;2020-08-26;Ajuste Banco;110158.94;0.027659155834071747;0.019367376969472657;110158.94;0;1/1
77923;2021-04-12;Perfumería;88725.15;0.0013627734399440739;0.02590424422635599;88725.15;0;1/1
99602;2023-04-06;Cine;430100.34;0.010451076129567468;0.0038600873850246267;430100.34;0;1/1
59599;2020-02-22;Barbería;193965.66;0.02316421026245778;0.02330271672026377;193965.66;0;1/1
51504;2024-10-20;Clases de Música;268012.74;0.029849132302302746;0.0062667750353065975;268012.74;0;1/1
54696;2020-06-02;Tienda de Manualidades;232426.19;0.010716185605318153;0.00803192952666802;232426.19;0;1/1
92953;2023-09-16;Restaurante;352700.32;0.002682593214636544;0.029992436340746054;352700.32;0;1/1
66904;2021-04-05;Estilista / Peluquería;85702.21;0.027471961181630648;0.02177935763487921;85702.21;0;1/1
11739;2022-07-27;Pinturas;344572.84;0.012741467877348447;0.02098930563892424;344572.84;0;1/1
87356;2024-09-13;Perfumería;417494.81;0.02244283289011918;0.006033469266665179;417494.81;0;1/1
29512;2023-05-11;Parque de Diversiones;335341.46;0.00797768054898149;0.02336327008643199;335341.46;0;1/1
86938;2025-07-15;Plomería;352107.62;0.026230740061221676;0.009725822368937825;352107.62;0;1/1
63031;2022-05-17;Ferretería;394324.42;0.0009747499069385223;0.03058141106534985;394324.42;0;1/1
22121;2023-08-13;Estilista / Peluquería;101623.54;0.023332282831620692;0.03631491029090103;101623.54;0;1/1
86847;2022-04-08;Escuelas de Idiomas;188810.43;0.017570324976845283;0.030352186071403196;188810.43;0;1/1
30082;2024-11-13;Créditos Personales;101108.46;0.008811303904259516;0.00477188249272126;101108.46;0;1/1
93501;2023-11-09;Centro de Estética;266177.83;0.017217983479570192;0.023794034247826112;266177.83;0;1/1
81667;2022-10-12;SUPERMERCADO;294748.05;0.02458630592646801;0.032458828642544346;294748.05;0;1/1
71461;2024-09-25;Créditos Hipotecarios;351588.79;0.003186221074354435;0.003950531985630894;351588.79;0;1/1
44415;2021-03-01;Floristería;384443.77;0.017799064378602396;0.0306183844810903;384443.77;0;1/1
24639;2020-08-29;Plomería;20419.99;0.027250092757456056;0.012688092087071303;20419.99;0;1/1
18653;2022-01-16;Accesorios;355472.88;0.01642829762919262;0.032881572755422576;355472.88;0;1/1
54216;2022-12-06;Farmacia;388323.99;0.01004029906701768;0.03805806069213936;388323.99;0;1/1
79651;2024-06-22;Tienda de Deportes;273700.54;0.0023127773195317104;0.021947668188065043;273700.54;0;1/1
64964;2022-10-19;Gasolina;222132.95;0.019230657854429116;0.009186946019963949;222132.95;0;1/1
77163;2022-06-26;Clases de Música;169318.42;0.0006570392185781126;0.007091148967864975;169318.42;0;1/1
40009;2024-10-18;Reparaciones del Hogar;57241.13;0.0009992600155491382;0.001782351388223611;57241.13;0;1/1
60712;2023-01-31;Cafetería;161397.12;0.02516601680247392;0.03608786337943656;161397.12;0;1/1
41508;2025-03-07;Pastelería;85877.77;0.023448903096098362;0.029931519628604783;85877.77;0;1/1
21825;2025-06-16;Farmacia;337686.66;0.019909857539962644;0.015463083189262834;337686.66;0;1/1
43162;2023-11-14;Relojería;241634.07;0.0004507531266453646;0.007738401214811308;241634.07;0;1/1
99679;2025-01-10;Zapatería;463888.72;0.001270033382965532;0.029369531022386305;463888.72;0;1/1
37915;2023-08-06;Colegio;229696.49;0.013463389579131244;0.00372048377969179;229696.49;0;1/1
69395;2022-09-11;Software;88452.94;0.01920597847868486;0.020746189289242812;88452.94;0;1/1
79509;2022-12-08;Restaurante;209570.13;0.0068279245365906694;0.01167493063912965;209570.13;0;1/1
64922;2020-11-07;Mueblería;239167.01;0.012681069567557763;0.009035703544799732;239167.01;0;1/1
91492;2021-12-09;Clases de Música;163428.79;0.00011924501134781384;0.00010003073659841544;163428.79;0;1/1
61638;2021-11-25;Licorería;485779.34;0.02667802346759159;0.02722511890956539;485779.34;0;1/1
27150;2023-11-29;Dentista;174168.16;0.0009767606122722083;0.006941260886707239;174168.16;0;1/1
45457;2025-05-28;Plomería;58249.9;0.0054037678431743934;0.019480915497441444;58249.9;0;1/1
98618;2020-06-17;Créditos Personales;114007.22;0.01813777889949848;0.03679187465788328;114007.22;0;1/1
58028;2023-02-13;Tienda de Ropa;453401.04;0.0240796644218175;0.009866601567614812;453401.04;0;1/1
44328;2025-07-17;Cursos Online;289855.55;0.010846625496924892;0.02835365327501936;289855.55;0;1/1
59172;2023-07-24;Floristería;39653.74;0.026995131263987088;0.00512036657265325;39653.74;0;1/1
66338;2023-12-04;Relojería;345715.06;0.00431499468595125;0.00620359756626379;345715.06;0;1/1
86750;2022-07-12;Floristería;197441.71;0.00599119779981498;0.010896646094224898;197441.71;0;1/1
47366;2021-12-03;Florería Online;262166.65;0.020612730571941268;0.03809189324030227;262166.65;0;1/1
11346;2023-07-13;Joyería;485994.08;0.00986887174719167;0.007268852407764004;485994.08;0;1/1
80356;2022-04-03;Suscripción Apps;37351.9;0.00717042031579723;0.007274112738418048;37351.9;0;1/1
10251;2022-03-07;Tienda de Electrodomésticos;106154.12;0.01937365750795294;0.02325578890563847;106154.12;0;1/1
59504;2020-06-28;Tienda de Deportes;445984.02;0.014349144100360738;0.032553476822204816;445984.02;0;1/1
38591;2022-11-29;Heladería;379614.66;0.005925888010571409;0.026078941497443057;379614.66;0;1/1
69484;2025-05-14;Pinturas;470835.11;0.011159617934722624;0.030863636341935497;470835.11;0;1/1
58820;2023-06-28;Consolas;386129.2;0.01618934527515137;0.018783487064051765;386129.2;0;1/1
35214;2024-02-20;Conciertos/Eventos;146113.4;0.029262005655221305;0.013788881602162757;146113.4;0;1/1
87785;2020-02-08;Librería;94379.79;0.017428422659995522;0.005816238194859356;94379.79;0;1/1
55001;2020-09-05;Licorería;386462.07;0.008980157547361093;0.024809622987496966;386462.07;0;1/1
86847;2023-08-23;Universidad;445463.86;0.012148785795278887;0.030943816328420113;445463.86;0;1/1
21061;2023-04-05;Marketplace (Amazon, eBay);285851.35;0.00684140567194734;0.022281719495456143;285851.35;0;1/1
37736;2021-05-30;Conciertos/Eventos;51903.44;0.02073606474189347;0.001936074535702841;51903.44;0;1/1
64347;2025-05-09;Dietas Online;113833.7;0.02780389950959486;0.014991760683679654;113833.7;0;1/1
19065;2021-09-29;Pago de Servicios (Gas);155739.36;0.00038280303529689364;0.006119220058176201;155739.36;0;1/1
14726;2024-12-16;Accesorios;315950.01;0.01473928152817445;0.03729320344726229;315950.01;0;1/1
87660;2022-01-22;Transporte Público;347938.24;0.029904672204419152;0.02136136015341464;347938.24;0;1/1
34343;2020-09-17;Floristería;252946.71;0.023400580937355853;0.0006927633536186839;252946.71;0;1/1
99497;2025-05-27;Mueblería;450681.1;0.0006508685839317441;0.016535634788830973;450681.1;0;1/1
69232;2022-03-04;Parque de Diversiones;246326.08;0.026143163016621954;0.03899637632576803;246326.08;0;1/1
64678;2022-04-03;Discoteca;289437.94;0.02525291277252137;0.0375904018834148;289437.94;0;1/1
99349;2021-02-19;Dietas Online;29115.07;0.006243982314943099;0.003032806790624365;29115.07;0;1/1
66121;2023-11-08;SUPERMERCADO;398680.88;0.0004556902153071318;0.02886654472881667;398680.88;0;1/1
38978;2024-01-31;Avance en Efectivo;265332.45;0.010195211877519011;0.025107208848948452;265332.45;0;1/1
72035;2021-11-01;Clases de Música;242089.61;0.006887946284087506;0.019387789399087113;242089.61;0;1/1
14309;2022-01-13;Discoteca;186849.29;0.004245138043702178;0.01815076988698661;186849.29;0;1/1
64412;2024-01-19;Licorería;22516.05;2.204165869164054e-06;0.024842586014589725;22516.05;0;1/1
49321;2021-10-31;Laboratorios Médicos;169219.67;0.005535113062940443;0.00328406606037968;169219.67;0;1/1
96865;2024-11-27;Colegio;294880.96;0.014996332356397904;0.013008429752264497;294880.96;0;1/1
37611;2024-10-30;Avance en Efectivo;449936.61;0.012170457152033404;0.015197275805446765;449936.61;0;1/1
43405;2020-07-10;Ferretería;482062.15;0.02709818735086057;0.02131585861375686;482062.15;0;1/1
33073;2021-08-16;Software;183856.81;0.021351870169189383;0.03299593195764116;183856.81;0;1/1
81076;2023-12-03;Cosméticos;161281.63;0.01909193999410913;0.002743282090990853;161281.63;0;1/1
64591;2024-08-30;Zapatería;446641.96;0.015854357326410617;0.01902261670731876;446641.96;0;1/1
74637;2021-11-01;Licorería;234974.53;0.012745922063077609;0.025474533379577485;234974.53;0;1/1
68306;2025-01-20;Pinturas;144124.59;0.0026580769022761007;0.02546403891662198;144124.59;0;1/1
22930;2024-06-01;Apps de Salud;391339.43;0.02485066210370662;0.006187336035867697;391339.43;0;1/1
25138;2025-07-17;Gasolina;420514.27;0.024682157236168595;0.007059345172283504;420514.27;0;1/1
78833;2021-08-09;Consolas;125052.2;0.026700291851738736;0.029416991333322512;125052.2;0;1/1
64619;2021-09-02;Revistas;41345.08;0.008668525524970811;0.02770416348834965;41345.08;0;1/1
10170;2022-07-10;Centro de Estética;60054.25;0.017919194620912616;0.010221059755328575;60054.25;0;1/1
68451;2021-01-07;Cosméticos;263923.96;0.002619556633069282;0.039297345003226264;263923.96;0;1/1
51477;2023-01-16;Imprenta;120900.85;0.0022280545690265383;0.01918414967486042;120900.85;0;1/1
82896;2023-12-22;Créditos Personales;435931.9;0.024875139914466955;0.017373811693905596;435931.9;0;1/1
58440;2022-04-15;Clínicas;318245.2;0.01421344679704126;0.028736444217263707;318245.2;0;1/1
31245;2024-06-30;Colegio;464877.23;0.009014692807004968;0.02682924950421837;464877.23;0;1/1
62147;2022-10-14;Marketplace Local;31276.48;0.027097564778163857;0.03795280565965195;31276.48;0;1/1
59020;2024-07-31;Museo;194721.47;0.010515959968954165;0.03885342666644931;194721.47;0;1/1
35639;2023-12-13;Pago de Servicios (Gas);383480.99;0.021799034935318696;0.026542898273622925;383480.99;0;1/1
33403;2022-05-16;Pastelería;265482.48;0.02597982846304494;0.03703249147839788;265482.48;0;1/1
53280;2025-01-17;Pago de Servicios (Gas);403263.34;0.010179048113572554;0.029182957069424288;403263.34;0;1/1
96373;2025-03-26;Escuelas de Idiomas;305647.54;0.02568858068769924;0.008258744666071878;305647.54;0;1/1
57323;2021-04-21;Relojería;439856.84;0.01753347842982643;0.022623484592525535;439856.84;0;1/1
55991;2021-07-21;Uber/Didi/Cabify;443317.07;0.008815192639314648;0.021780156610825656;443317.07;0;1/1
17229;2024-01-02;Software;183918.85;0.0008337418083137804;0.025929829956432556;183918.85;0;1/1
86205;2020-11-19;Agencia de Viajes;298322.25;0.005514334577704331;0.021251546554613227;298322.25;0;1/1
86804;2024-05-21;Hotel;292944.57;0.02296374893388308;0.03918418191536698;292944.57;0;1/1
23909;2022-02-06;Cosméticos;454125.14;0.00015443274623763714;0.01475100847931348;454125.14;0;1/1
70476;2025-07-30;Zapatería;70165.96;0.02442027346428066;0.002352578562722281;70165.96;0;1/1
21560;2024-10-24;Pago de Servicios (Luz);158987.79;0.008872454322712529;0.038088309265396;158987.79;0;1/1
86847;2022-02-12;Bar;225563.4;0.017666109007419443;0.03328983974767775;225563.4;0;1/1
58890;2021-03-10;Estacionamiento;186364.48;0.02429477046287206;0.026555516885965847;186364.48;0;1/1
65986;2021-03-08;Pago de Servicios (Luz);170820.08;0.013340053106621709;0.02659958791005787;170820.08;0;1/1
36787;2020-12-13;Dietas Online;44487.16;0.0025358496097952644;0.033739371731624716;44487.16;0;1/1
70555;2022-08-08;Tienda de Ropa;236990.38;0.027273774767384636;0.037069104881780744;236990.38;0;1/1
32286;2020-08-03;Seguros de Auto;53291.51;0.004508750905471136;0.0020546497188735293;53291.51;0;1/1
76802;2024-03-01;Conciertos/Eventos;262292.93;0.027916399962759506;0.00495441152052146;262292.93;0;1/1
19083;2020-02-24;Relojería;251528.28;0.025401027366604698;0.03429117617718533;251528.28;0;1/1
35795;2023-11-16;Tienda de Mascotas;439508.49;0.013086651215643947;0.005243791287696169;439508.49;0;1/1
39475;2022-01-17;Dentista;42482.11;0.023976241857202884;0.02292628968411199;42482.11;0;1/1
86893;2022-03-15;Marketplace Local;234958.92;0.007408144167795658;0.03142151506076553;234958.92;0;1/1
87854;2025-04-12;Discoteca;28649.08;0.010619624533820355;0.01996613725048176;28649.08;0;1/1
47779;2025-06-04;Floristería;201861.55;0.025756637526382502;0.027801308484539766;201861.55;0;1/1
88345;2023-05-16;Gasolina;391478.03;0.015081100014220106;0.009663020387702295;391478.03;0;1/1
84255;2021-10-08;Marketplace (Amazon, eBay);82424.84;0.016008782941380518;0.01835008450361111;82424.84;0;1/1
36137;2024-03-08;Software;88128.01;0.006541979228970762;0.030430042390166955;88128.01;0;1/1
53166;2025-08-10;Cursos Online;223401.11;0.004949522711249229;0.030005328857106026;223401.11;0;1/1
38832;2020-02-02;Tienda de Manualidades;242972.56;0.0013993169874565092;0.006879539065828895;242972.56;0;1/1
83387;2024-09-18;Farmacia;353977.24;0.0034308542991473923;0.034393842715413764;353977.24;0;1/1
41957;2023-07-06;Tienda de Mascotas;455359.16;0.028822269041746798;0.025085883526493668;455359.16;0;1/1
96429;2024-01-22;Transporte Público;96805.23;0.028604308351016808;0.030010856512153024;96805.23;0;1/1
96602;2022-02-09;Entrenador Personal;283395.05;0.013465740774145796;0.004026514413905642;283395.05;0;1/1
33096;2020-10-31;Pago de Servicios (Teléfono);425889.02;0.02428845889642537;0.03138450493659116;425889.02;0;1/1
85063;2024-07-10;Tienda de Electrodomésticos;155717.39;0.007769555234429477;0.016044838424222246;155717.39;0;1/1
89293;2025-05-15;Suscripción Apps;57304.82;0.0007695933425563761;0.032567048164536254;57304.82;0;1/1
62506;2022-03-07;Tienda de Juguetes;346949.67;0.015949752532210083;0.03183868099514186;346949.67;0;1/1
34720;2023-09-21;Pago de Servicios (Gas);402705.5;0.006075959451487083;0.024582146066190007;402705.5;0;1/1
32084;2024-10-30;Tienda de Manualidades;153005.23;0.005370859309715352;0.003534138121146442;153005.23;0;1/1
10769;2022-07-24;Zapatería;427662.07;0.022634739431973104;0.017187447724430517;427662.07;0;1/1
94718;2020-02-14;Farmacia;200198.06;0.009972769995498546;0.03369967469763158;200198.06;0;1/1
44411;2020-05-18;Electricista;339117.39;0.006185352107994047;0.0357931877934499;339117.39;0;1/1
85384;2022-03-16;Software;323139.97;0.005386528839308454;0.017202737152829023;323139.97;0;1/1
48269;2025-08-31;Tienda de Ropa;161127.42;0.0217989566316913;0.006540255467008045;161127.42;0;1/1
75163;2021-09-04;Laboratorios Médicos;51114.78;0.016345797746545807;0.03494970045716308;51114.78;0;1/1
28260;2022-03-27;Agencia de Viajes;478227.44;0.009396953524049753;0.006028625623237423;478227.44;0;1/1
94837;2024-04-16;Heladería;259257.8;0.0173127765883593;0.021005338695311612;259257.8;0;1/1
89811;2022-03-19;Pago de Servicios (Internet);320351.67;0.006979884916349061;0.03346370258086693;320351.67;0;1/1
83763;2025-07-08;Colegio;382880.89;0.02817818162781575;0.03959158533647143;382880.89;0;1/1
33976;2021-06-14;Cafetería;51068.67;0.004554104113668011;0.007725469920235062;51068.67;0;1/1
87923;2025-02-01;Créditos Hipotecarios;487873.05;0.02047555019984414;0.03703654054516031;487873.05;0;1/1
46653;2020-02-19;Gimnasio Virtual;448515.0;0.010590567591884821;0.03805221709086157;448515.0;0;1/1
17848;2022-04-17;Tienda de Deportes;29142.3;0.013083109225449632;0.019275399693768673;29142.3;0;1/1
20992;2025-08-09;Restaurante;140041.1;0.014652333255974554;0.01410499082377645;140041.1;0;1/1
14906;2022-06-22;Uber/Didi/Cabify;478899.1;0.0058740886758502885;0.0026618813513817454;478899.1;0;1/1
61257;2024-03-16;Discoteca;28361.68;0.020497519531019408;0.03311365138175384;28361.68;0;1/1
74353;2023-07-26;Museo;173359.7;0.018352334568727178;0.0179176359188602;173359.7;0;1/1
28290;2020-04-26;Ajuste Banco;234846.62;0.007898908796070801;0.03739444152437476;234846.62;0;1/1
18764;2025-01-20;Créditos Personales;155779.02;0.028089868289527385;0.018878977857768545;155779.02;0;1/1
83342;2025-08-31;Marketplace (Amazon, eBay);189037.47;0.026024291585825556;0.029437208000401022;189037.47;0;1/1
88195;2020-05-14;Pago de Servicios (Luz);450067.6;0.015505418746000529;0.009872331293754448;450067.6;0;1/1
73413;2023-01-26;Veterinaria;432515.32;0.029616039153881307;0.023752708850954832;432515.32;0;1/1
74427;2020-11-23;Estacionamiento;149794.52;0.0005013705871085316;0.03897260989624562;149794.52;0;1/1
80454;2024-07-28;Mueblería;383816.08;0.020326164563002472;0.006953157359331774;383816.08;0;1/1
72664;2024-12-29;Tienda de Deportes;365722.66;0.011511191679727775;0.029509569706354717;365722.66;0;1/1
53123;2023-01-29;Hotel;102707.4;0.028949816116635767;0.03388817671755801;102707.4;0;1/1
76253;2021-03-12;Streaming (Netflix, Spotify);176614.14;0.017081365175746474;0.007524462552707179;176614.14;0;1/1
99294;2021-01-19;Floristería;347696.61;0.02420611249911142;0.030514742020215882;347696.61;0;1/1
71817;2023-04-14;Tienda de Moda;393584.36;0.012288863380348347;0.007115156184718417;393584.36;0;1/1
97991;2020-04-25;Taxi;286037.55;0.001206357737368252;0.005525616938962239;286037.55;0;1/1
77616;2022-04-18;Agencia de Viajes;476515.64;0.011375404669306637;0.008419958217455812;476515.64;0;1/1
82531;2025-05-07;Pago de Servicios (Teléfono);461099.13;0.029793923993271063;0.0246430043097927;461099.13;0;1/1
73913;2022-11-13;Universidad;88811.82;0.0051997104066144415;0.028637601462155104;88811.82;0;1/1
76304;2022-06-13;Florería Online;94991.67;0.012194547089715003;0.01792469739591477;94991.67;0;1/1
23101;2023-09-11;Pago de Servicios (Luz);382109.23;0.007335269910284224;0.023478966938571856;382109.23;0;1/1
14284;2021-08-25;Florería Online;122122.89;0.0031701304171003163;0.02768466363611266;122122.89;0;1/1
31171;2021-08-28;Pago de Servicios (Internet);94048.17;0.009864362471172236;0.024450676011802903;94048.17;0;1/1
68367;2025-06-21;Pago de Servicios (Gas);319862.08;0.014667416302842792;0.013643293045899903;319862.08;0;1/1
55296;2021-10-17;Seguros de Auto;476381.47;0.017052228634801964;0.038666429784070526;476381.47;0;1/1
47259;2023-04-22;Tienda de Moda;87462.52;0.005766340001878939;0.028659234803788944;87462.52;0;1/1
85872;2022-03-26;Suscripción Apps;237140.24;0.002956560358294463;0.011564853389896488;237140.24;0;1/1
39495;2025-01-18;Marketplace (Amazon, eBay);389516.17;0.013560089343592438;0.021785831113769236;389516.17;0;1/1
15384;2020-12-06;Tienda de Mascotas;459052.64;0.006917817947386543;0.022758372765358796;459052.64;0;1/1
93291;2022-03-30;Cursos Online;93171.08;0.008322078392607735;0.011012127486658457;93171.08;0;1/1
14033;2022-08-17;Reparaciones del Hogar;90480.1;0.006673280366670821;0.02917388747719388;90480.1;0;1/1
39867;2023-06-03;Reparaciones del Hogar;121287.65;0.017832148279961078;0.01042013879447473;121287.65;0;1/1
67475;2023-02-26;Pago de Servicios (Agua);320269.01;0.003358425381344722;0.03335282910200276;320269.01;0;1/1
82281;2020-08-22;Centro de Estética;116358.61;0.00992584113161167;0.03814146720664871;116358.61;0;1/1
40224;2021-04-19;Tienda de Mascotas;360243.25;0.028748292008177505;0.007844719180073003;360243.25;0;1/1
41783;2025-05-17;Papelería;262092.73;0.018210694117343034;0.00687034239749865;262092.73;0;1/1
61525;2020-05-13;Bolsos y Carteras;335665.12;0.02569402257150195;0.0121559443135844;335665.12;0;1/1
32414;2025-07-04;Seguros de Salud;222583.6;0.009116962061094861;0.010150452118889484;222583.6;0;1/1
41446;2024-05-01;Cosméticos;75305.33;0.021800921904965267;0.02763731256522587;75305.33;0;1/1
63992;2020-04-12;Veterinaria;142544.24;0.017397824912084713;0.02390943630131746;142544.24;0;1/1
47730;2021-10-20;Aerolínea;420814.33;0.01700950147505592;0.025086128643935692;420814.33;0;1/1
72410;2020-04-27;Periódicos;58010.05;0.02542460150819019;0.005996058638252735;58010.05;0;1/1
70367;2020-08-27;Estacionamiento;339025.99;0.021064701071269676;0.026133029734657295;339025.99;0;1/1
61527;2021-08-17;Seguros de Salud;381666.43;0.00930436115453343;0.022834715864573286;381666.43;0;1/1
50456;2025-01-17;Agencia de Viajes;288188.91;0.004906118206246587;0.03214594845507928;288188.91;0;1/1
81101;2024-03-11;Suscripción Apps;338595.57;0.01958312210152403;0.031115232585865345;338595.57;0;1/1
35412;2022-09-09;Imprenta;189811.78;0.007650879860258824;0.0167528016739194;189811.78;0;1/1
